
6 3.02333e-07
7 5.66667e-07
8 9.67733e-07
9 2.1698e-06
10 3.7174e-06
11 7.4464e-06
12 1.58441e-05
13 2.28889e-05
14 4.91215e-05
15 8.7555e-05
16 0.000196019
17 0.000364083
18 0.000712022
19 0.00146976
20 0.00274784
21 0.00567758
22 0.0113162
23 0.0216902
24 0.0439387
25 0.085614
26 0.166555
27 0.338624
28 0.671537
29 1.35804
30 2.7043
