
10000 0.111606
17917 0.353065
25834 0.730674
33751 1.2464
41668 1.89846
49585 2.69118
57502 3.61595
65419 4.67492
73336 5.87358
81253 7.21016
89170 8.68661
97087 10.3078
105004 12.0421
112921 13.9049
120838 15.9239
128755 18.0729
136672 20.3672
144589 22.8102
152506 25.3623
160423 28.0721
168340 30.9409
176257 33.869
184174 36.9873
192091 40.2218
